Linux 3.10.0-957.21.3.el7.x86_64 (X05) 	05/26/2020 	_x86_64_	(88 CPU)

06:05:49 PM   UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09:50:29 PM  8903     49400      0.30      0.00 60488768 56288436  10.66  rsession
09:50:49 PM  8903     49400      0.25      0.00 60488768 56288436  10.66  rsession
09:51:09 PM  8903     49400      0.30      0.00 60488768 56288436  10.66  rsession
09:51:29 PM  8903     49400      0.40      0.00 60488768 56288436  10.66  rsession
09:51:49 PM  8903     49400      0.25      0.00 60488768 56288436  10.66  rsession
09:52:09 PM  8903     49400      0.20      0.00 60488768 56288436  10.66  rsession
09:52:29 PM  8903     49400      0.40      0.00 60488768 56288436  10.66  rsession
09:52:49 PM  8903     49400      0.25      0.00 60488768 56288436  10.66  rsession
09:53:09 PM  8903     49400      0.25      0.00 60488768 56288436  10.66  rsession
09:53:29 PM  8903     49400      0.40      0.00 60488768 56288436  10.66  rsession
09:53:49 PM  8903     49400      0.30      0.00 60488768 56288436  10.66  rsession
09:54:09 PM  8903     49400      0.35      0.00 60488768 56288436  10.66  rsession
09:54:29 PM  8903     49400      0.20      0.00 60488768 56288436  10.66  rsession
09:54:49 PM  8903     49400      0.30      0.00 60488768 56288436  10.66  rsession
09:55:09 PM  8903     49400      0.35      0.00 60488768 56288436  10.66  rsession
09:55:29 PM  8903     49400      0.25      0.00 60488768 56288436  10.66  rsession
09:55:49 PM  8903     49400      0.30      0.00 60488768 56288436  10.66  rsession
09:56:09 PM  8903     49400      0.25      0.00 60488768 56288436  10.66  rsession
09:56:29 PM  8903     49400      0.35      0.00 60488768 56288436  10.66  rsession
09:56:49 PM  8903     49400      0.30      0.00 60488768 56288436  10.66  rsession
09:57:09 PM  8903     49400      0.35      0.00 60488768 56288436  10.66  rsession
09:57:29 PM  8903     49400      0.35      0.00 60488768 56288436  10.66  rsession
09:57:49 PM  8903     49400      0.30      0.00 60488768 56288436  10.66  rsession
09:58:09 PM  8903     49400      0.25      0.00 60488768 56288436  10.66  rsession
09:58:29 PM  8903     49400      0.35      0.00 60488768 56288436  10.66  rsession
09:58:49 PM  8903     49400      0.30      0.00 60488768 56288436  10.66  rsession
09:59:09 PM  8903     49400      0.35      0.00 60488768 56288436  10.66  rsession
09:59:29 PM  8903     49400      0.30      0.00 60488768 56288276  10.66  rsession
09:59:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:00:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:00:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:00:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:01:09 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:01:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:01:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:02:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:02:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:02:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:03:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:03:29 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:03:49 PM  8903     49400      0.60      0.00 60488768 56288268  10.66  rsession
10:04:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:04:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:04:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:05:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:05:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:05:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:06:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:06:29 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:06:49 PM  8903     49400      0.15      0.00 60488768 56288268  10.66  rsession
10:07:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:07:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:07:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:08:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:08:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:08:49 PM  8903     49400      0.15      0.00 60488768 56288268  10.66  rsession
10:09:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:09:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:09:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:10:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:10:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:10:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:11:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:11:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:11:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:12:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:12:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:12:49 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:13:09 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:13:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:13:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:14:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:14:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:14:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:15:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:15:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:15:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:16:09 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:16:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:16:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:17:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:17:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:17:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:18:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:18:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:18:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:19:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:19:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:19:49 PM  8903     49400      0.15      0.00 60488768 56288268  10.66  rsession
10:20:09 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:20:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:20:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:21:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:21:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:21:49 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:22:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:22:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:22:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:23:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:23:29 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:23:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:24:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:24:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:24:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:25:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:25:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:25:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:26:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:26:29 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:26:49 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:27:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:27:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:27:49 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:28:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:28:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:28:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:29:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:29:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:29:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:30:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:30:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:30:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:31:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:31:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:31:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:32:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:32:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:32:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:33:09 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:33:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:33:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:34:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:34:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:34:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:35:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:35:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:35:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:36:09 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:36:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:36:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:37:09 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:37:29 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:37:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:38:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:38:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:38:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:39:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:39:29 PM  8903     49400      0.15      0.00 60488768 56288268  10.66  rsession
10:39:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:40:09 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:40:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:40:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:41:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:41:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:41:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:42:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:42:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:42:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:43:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:43:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:43:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:44:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:44:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:44:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:45:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:45:29 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:45:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:46:09 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:46:29 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:46:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:47:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:47:29 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:47:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:48:09 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:48:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:48:49 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:49:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:49:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:49:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:50:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:50:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:50:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:51:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:51:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:51:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:52:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:52:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:52:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:53:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:53:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:53:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:54:09 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:54:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:54:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:55:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:55:29 PM  8903     49400      0.60      0.00 60488768 56288268  10.66  rsession
10:55:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:56:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:56:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
10:56:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:57:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:57:29 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
10:57:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
10:58:09 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
10:58:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:58:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:59:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
10:59:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
10:59:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:00:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:00:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:00:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:01:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:01:29 PM  8903     49400      0.20      0.00 60488768 56288268  10.66  rsession
11:01:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:02:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
11:02:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:02:49 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:03:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:03:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
11:03:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:04:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:04:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
11:04:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:05:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:05:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:05:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:06:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:06:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:06:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:07:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:07:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
11:07:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
11:08:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:08:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:08:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:09:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:09:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:09:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:10:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:10:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:10:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
11:11:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:11:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:11:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
11:12:09 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
11:12:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:12:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:13:09 PM  8903     49400      0.45      0.00 60488768 56288268  10.66  rsession
11:13:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:13:49 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:14:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:14:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:14:49 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
11:15:09 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:15:29 PM  8903     49400      0.40      0.00 60488768 56288268  10.66  rsession
11:15:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
11:16:09 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
11:16:29 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:16:49 PM  8903     49400      0.25      0.00 60488768 56288268  10.66  rsession
11:17:09 PM  8903     49400      0.35      0.00 60488768 56288268  10.66  rsession
11:17:29 PM  8903     49400      0.30      0.00 60488768 56288268  10.66  rsession
11:17:49 PM  8903     49400      0.40      0.00 60488768 56288264  10.66  rsession
11:18:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:18:29 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:18:49 PM  8903     49400      0.40      0.00 60488768 56288264  10.66  rsession
11:19:09 PM  8903     49400      0.45      0.00 60488768 56288264  10.66  rsession
11:19:29 PM  8903     49400      0.20      0.00 60488768 56288264  10.66  rsession
11:19:49 PM  8903     49400      0.40      0.00 60488768 56288264  10.66  rsession
11:20:09 PM  8903     49400      0.15      0.00 60488768 56288264  10.66  rsession
11:20:29 PM  8903     49400      0.20      0.00 60488768 56288264  10.66  rsession
11:20:49 PM  8903     49400      0.45      0.00 60488768 56288264  10.66  rsession
11:21:09 PM  8903     49400      0.20      0.00 60488768 56288264  10.66  rsession
11:21:29 PM  8903     49400      0.15      0.00 60488768 56288264  10.66  rsession
11:21:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:22:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:22:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:22:49 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:23:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:23:29 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:23:49 PM  8903     49400      0.40      0.00 60488768 56288264  10.66  rsession
11:24:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:24:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:24:49 PM  8903     49400      0.20      0.00 60488768 56288264  10.66  rsession
11:25:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:25:29 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:25:49 PM  8903     49400      0.20      0.00 60488768 56288264  10.66  rsession
11:26:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:26:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:26:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:27:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:27:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:27:49 PM  8903     49400      0.20      0.00 60488768 56288264  10.66  rsession
11:28:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:28:29 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:28:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:29:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:29:29 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:29:49 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:30:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:30:29 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:30:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:31:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:31:29 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:31:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:32:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:32:29 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:32:49 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:33:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:33:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:33:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:34:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:34:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:34:49 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:35:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:35:29 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:35:49 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:36:09 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:36:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:36:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:37:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:37:29 PM  8903     49400      0.40      0.00 60488768 56288264  10.66  rsession
11:37:49 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:38:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:38:29 PM  8903     49400      0.45      0.00 60488768 56288264  10.66  rsession
11:38:49 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:39:09 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:39:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:39:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:40:09 PM  8903     49400      0.40      0.00 60488768 56288264  10.66  rsession
11:40:29 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:40:49 PM  8903     49400      0.20      0.00 60488768 56288264  10.66  rsession
11:41:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:41:29 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:41:49 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:42:09 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:42:29 PM  8903     49400      0.45      0.00 60488768 56288264  10.66  rsession
11:42:49 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:43:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:43:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:43:49 PM  8903     49400      0.40      0.00 60488768 56288264  10.66  rsession
11:44:09 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:44:29 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:44:49 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:45:09 PM  8903     49400      0.15      0.00 60488768 56288264  10.66  rsession
11:45:29 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:45:49 PM  8903     49400      0.40      0.00 60488768 56288264  10.66  rsession
11:46:09 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:46:29 PM  8903     49400      0.15      0.00 60488768 56288264  10.66  rsession
11:46:49 PM  8903     49400      0.30      0.00 60488768 56288264  10.66  rsession
11:47:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:47:29 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:47:49 PM  8903     49400      0.25      0.00 60488768 56288264  10.66  rsession
11:48:09 PM  8903     49400      0.35      0.00 60488768 56288264  10.66  rsession
11:48:29 PM  8903     49400      0.45      0.00 60488768 56288264  10.66  rsession
11:48:49 PM  8903     49400      0.15      0.00 60488768 56288264  10.66  rsession
